Data No.,Date,Process ID,Avg. Current,Avg. Voltage,Avg. Wire Feed,Prediction,Label
1,2020-08-31 13:59:56.460612,,32.91366655821723,7.620666313867382,3.6833392286569135,null,undercurrent
2,2020-08-31 13:59:56.460612,,52.651848518456845,11.27420214081818,7.1732451032267175,null,undercurrent
3,2020-08-31 13:59:56.460612,,156.51078590751496,19.11105082232203,7.373594243978989,null,undercurrent
4,2020-08-31 13:59:56.460612,,228.01700662597574,22.944669739528397,7.567344255470131,null,undercurrent
5,2020-08-31 13:59:56.460612,,243.7150785190158,28.82915245125879,7.631471793936161,null,undercurrent
6,2020-08-31 13:59:56.460612,,274.6508665942087,31.8278637520096,8.587943916861693,null,undercurrent
7,2020-08-31 13:59:56.460612,,277.63291457834384,30.953750591723036,8.270100565351923,null,undercurrent
8,2020-08-31 13:59:56.460612,,269.7456200699483,31.106192512516035,8.70348090740144,null,undercurrent
9,2020-08-31 13:59:56.460612,,272.9821614861529,32.05751541920311,9.008674957541302,null,undercurrent
10,2020-08-31 13:59:56.460612,,274.9686633803016,31.034062210501055,8.45483968386987,null,undercurrent
11,2020-08-31 13:59:56.460612,,271.07093412746633,31.811099444356387,9.31924442927088,null,undercurrent
12,2020-08-31 13:59:56.460612,,277.60646465655225,31.70257276372874,8.300196054715542,null,undercurrent
13,2020-08-31 13:59:56.460612,,276.9060637361853,31.642961126654537,9.076070579581788,null,undercurrent
14,2020-08-31 13:59:56.460612,,273.7073160985691,31.31795689973886,8.718347657573368,null,undercurrent
15,2020-08-31 13:59:56.460612,,271.30370365060435,31.205606399958874,8.884440876108256,null,undercurrent
16,2020-08-31 13:59:56.460612,,256.5,26.8,8.2,null,undercurrent
17,2020-08-31 13:59:56.460612,,253.3,28.0,7.9,null,undercurrent
18,2020-08-31 13:59:56.460612,,260.3,29.5,8.2,null,undercurrent
19,2020-08-31 13:59:56.460612,,245.4,27.8,7.5,null,undercurrent
20,2020-08-31 13:59:56.460612,,250.5,27.6,7.7,null,undercurrent
21,2020-08-31 13:59:56.460612,,267.6,30.0,8.2,null,undercurrent
22,2020-08-31 13:59:56.460612,,265.5,30.5,8.2,null,undercurrent
23,2020-08-31 13:59:56.460612,,250.0,28.6,7.6,null,undercurrent
24,2020-08-31 13:59:56.460612,,249.2,27.0,7.7,null,undercurrent
25,2020-08-31 13:59:56.460612,,262.3,28.2,8.2,null,undercurrent
26,2020-08-31 13:59:56.460612,,256.3,29.3,7.9,null,undercurrent
27,2020-08-31 13:59:56.460612,,247.0,26.8,7.8,null,undercurrent
28,2020-08-31 13:59:56.460612,,251.9,28.4,7.7,null,undercurrent
29,2020-08-31 13:59:56.460612,,243.3,30.1,7.5,null,undercurrent
30,2020-08-31 13:59:56.460612,,258.5,28.0,8.0,null,undercurrent
31,2020-08-31 13:59:56.460612,,253.5,28.4,7.8,null,undercurrent
32,2020-08-31 13:59:56.460612,,266.1,29.1,8.1,null,undercurrent
33,2020-08-31 13:59:56.460612,,246.3,27.1,7.6,null,undercurrent
34,2020-08-31 13:59:56.460612,,256.3,26.8,7.9,null,undercurrent
35,2020-08-31 13:59:56.460612,,247.6,28.2,7.6,null,undercurrent
36,2020-08-31 13:59:56.460612,,256.7,28.8,7.7,null,undercurrent
37,2020-08-31 13:59:56.460612,,252.4,29.0,7.8,null,undercurrent
38,2020-08-31 13:59:56.460612,,245.5,28.0,7.5,null,undercurrent
39,2020-08-31 13:59:56.460612,,247.0,27.3,7.6,null,undercurrent
40,2020-08-31 13:59:56.460612,,250.0,27.5,7.8,null,undercurrent
41,2020-08-31 13:59:56.460612,,251.3,28.3,7.7,null,undercurrent
42,2020-08-31 13:59:56.460612,,250.5,27.8,7.8,null,undercurrent
43,2020-08-31 13:59:56.460612,,253.0,28.9,7.7,null,undercurrent
44,2020-08-31 13:59:56.460612,,255.2,28.9,7.9,null,undercurrent
45,2020-08-31 13:59:56.460612,,237.4,25.3,7.4,null,undercurrent
46,2020-08-31 13:59:56.460612,,251.3,28.2,7.8,null,undercurrent
47,2020-08-31 13:59:56.460612,,245.2,27.4,7.7,null,undercurrent
48,2020-08-31 13:59:56.460612,,251.4,28.4,7.7,null,undercurrent
49,2020-08-31 13:59:56.460612,,239.3,28.3,7.4,null,undercurrent
50,2020-08-31 13:59:56.460612,,252.7,29.4,7.9,null,undercurrent
51,2020-08-31 13:59:56.460612,,249.5,28.5,7.6,null,undercurrent
52,2020-08-31 13:59:56.460612,,254.7,29.8,7.9,null,undercurrent
53,2020-08-31 13:59:56.460612,,245.9,28.1,7.5,null,undercurrent
54,2020-08-31 13:59:56.460612,,246.0,28.9,7.6,null,undercurrent
55,2020-08-31 13:59:56.460612,,241.3,28.0,7.4,null,undercurrent
56,2020-08-31 13:59:56.460612,,260.6,27.3,8.1,null,undercurrent
57,2020-08-31 13:59:56.460612,,241.7,27.1,7.4,null,undercurrent
58,2020-08-31 13:59:56.460612,,252.0,28.5,7.8,null,undercurrent
59,2020-08-31 13:59:56.460612,,248.6,28.1,7.7,null,undercurrent
60,2020-08-31 13:59:56.460612,,249.3,28.3,7.8,null,undercurrent
61,2020-08-31 13:59:56.460612,,249.4,28.3,7.7,null,undercurrent
62,2020-08-31 13:59:56.460612,,246.9,27.2,7.7,null,undercurrent
63,2020-08-31 13:59:56.460612,,258.0,28.7,8.0,null,undercurrent
