Data No.,Date,Process ID,Avg. Current,Avg. Voltage,Avg. Wire Feed,Prediction,Label
1,2020-08-31 14:03:12.057707,,80.92956485026266,7.1363654144010615,7.408236919812219,null,undercurrent
2,2020-08-31 14:03:12.057707,,271.9454277156536,31.9676233852266,8.285364435645548,null,undercurrent
3,2020-08-31 14:03:12.057707,,268.4910537823919,30.940434782684925,8.858250498232884,null,undercurrent
4,2020-08-31 14:03:12.057707,,271.6754759427163,31.015570831010702,9.044767073700715,null,undercurrent
5,2020-08-31 14:03:12.057707,,270.852746253607,31.67940304140574,9.256646915072562,null,undercurrent
6,2020-08-31 14:03:12.057707,,270.6392761417396,32.082623595775004,8.24346564259889,null,undercurrent
7,2020-08-31 14:03:12.057707,,269.7716871928797,31.34160754554958,8.852493350978914,null,undercurrent
8,2020-08-31 14:03:12.057707,,278.1635185115281,31.726360051982866,8.680615778763558,null,undercurrent
9,2020-08-31 14:03:12.057707,,271.5723535719646,31.01051065291104,8.688977114996943,null,undercurrent
10,2020-08-31 14:03:12.057707,,270.06428804333945,31.354214833792767,8.177205875675252,null,undercurrent
11,2020-08-31 14:03:12.057707,,277.13340849205434,31.299311449162996,8.39173559403264,null,undercurrent
12,2020-08-31 14:03:12.057707,,253.3,28.1,7.7,null,undercurrent
13,2020-08-31 14:03:12.057707,,237.7,26.0,7.5,null,undercurrent
14,2020-08-31 14:03:12.057707,,243.6,26.4,7.5,null,undercurrent
15,2020-08-31 14:03:12.057707,,247.7,26.5,7.6,null,undercurrent
16,2020-08-31 14:03:12.057707,,273.3,32.9,8.4,null,undercurrent
17,2020-08-31 14:03:12.057707,,243.4,26.4,7.5,null,undercurrent
18,2020-08-31 14:03:12.057707,,259.9,28.4,8.0,null,undercurrent
19,2020-08-31 14:03:12.057707,,259.1,30.2,7.9,null,undercurrent
20,2020-08-31 14:03:12.057707,,250.8,28.7,7.7,null,undercurrent
21,2020-08-31 14:03:12.057707,,243.4,28.0,7.5,null,undercurrent
22,2020-08-31 14:03:12.057707,,248.8,26.3,7.6,null,undercurrent
23,2020-08-31 14:03:12.057707,,242.5,27.3,7.5,null,undercurrent
24,2020-08-31 14:03:12.057707,,247.9,27.7,7.7,null,undercurrent
25,2020-08-31 14:03:12.057707,,254.5,29.4,8.0,null,undercurrent
26,2020-08-31 14:03:12.057707,,254.4,28.1,7.8,null,undercurrent
27,2020-08-31 14:03:12.057707,,262.8,29.1,8.0,null,undercurrent
28,2020-08-31 14:03:12.057707,,257.8,29.7,7.9,null,undercurrent
29,2020-08-31 14:03:12.057707,,258.6,28.8,8.1,null,undercurrent
30,2020-08-31 14:03:12.057707,,263.0,29.2,8.0,null,undercurrent
31,2020-08-31 14:03:12.057707,,252.9,28.4,7.8,null,undercurrent
32,2020-08-31 14:03:12.057707,,261.0,30.1,8.1,null,undercurrent
33,2020-08-31 14:03:12.057707,,245.5,25.1,7.5,null,undercurrent
34,2020-08-31 14:03:12.057707,,243.1,28.1,7.3,null,undercurrent
35,2020-08-31 14:03:12.057707,,254.8,28.1,7.8,null,undercurrent
36,2020-08-31 14:03:12.057707,,248.2,27.6,7.6,null,undercurrent
37,2020-08-31 14:03:12.057707,,254.3,28.2,7.7,null,undercurrent
38,2020-08-31 14:03:12.057707,,265.1,29.2,8.3,null,undercurrent
39,2020-08-31 14:03:12.057707,,252.3,28.2,7.8,null,undercurrent
40,2020-08-31 14:03:12.057707,,258.7,28.9,8.0,null,undercurrent
41,2020-08-31 14:03:12.057707,,253.5,29.1,7.9,null,undercurrent
42,2020-08-31 14:03:12.057707,,258.8,28.6,8.0,null,undercurrent
43,2020-08-31 14:03:12.057707,,257.9,29.6,7.9,null,undercurrent
44,2020-08-31 14:03:12.057707,,246.9,26.9,7.7,null,undercurrent
45,2020-08-31 14:03:12.057707,,253.6,29.8,8.0,null,undercurrent
46,2020-08-31 14:03:12.057707,,253.4,29.1,7.7,null,undercurrent
47,2020-08-31 14:03:12.057707,,251.4,28.1,7.7,null,undercurrent
48,2020-08-31 14:03:12.057707,,242.2,27.3,7.6,null,undercurrent
49,2020-08-31 14:03:12.057707,,260.7,28.8,8.0,null,undercurrent
50,2020-08-31 14:03:12.057707,,255.7,30.0,8.0,null,undercurrent
51,2020-08-31 14:03:12.057707,,258.4,28.1,8.0,null,undercurrent
52,2020-08-31 14:03:12.057707,,243.7,26.3,7.4,null,undercurrent
53,2020-08-31 14:03:12.057707,,261.6,29.6,8.0,null,undercurrent
54,2020-08-31 14:03:12.057707,,242.4,27.8,7.6,null,undercurrent
55,2020-08-31 14:03:12.057707,,250.8,27.2,7.8,null,undercurrent
56,2020-08-31 14:03:12.057707,,261.4,29.0,7.9,null,undercurrent
57,2020-08-31 14:03:12.057707,,248.4,26.5,7.6,null,undercurrent
58,2020-08-31 14:03:12.057707,,256.0,29.3,8.0,null,undercurrent
59,2020-08-31 14:03:12.057707,,261.7,29.7,8.0,null,undercurrent
60,2020-08-31 14:03:12.057707,,254.5,27.5,8.0,null,undercurrent
61,2020-08-31 14:03:12.057707,,231.9,26.8,7.2,null,undercurrent
62,2020-08-31 14:03:12.057707,,249.6,29.2,7.8,null,undercurrent
63,2020-08-31 14:03:12.057707,,247.1,27.5,7.5,null,undercurrent
64,2020-08-31 14:03:12.057707,,256.1,30.2,8.0,null,undercurrent
65,2020-08-31 14:03:12.057707,,248.8,27.5,7.7,null,undercurrent
66,2020-08-31 14:03:12.057707,,244.5,28.1,7.5,null,undercurrent
67,2020-08-31 14:03:12.057707,,249.2,27.7,7.7,null,undercurrent
68,2020-08-31 14:03:12.057707,,244.7,26.1,7.3,null,undercurrent
69,2020-08-31 14:03:12.057707,,257.7,31.0,8.0,null,undercurrent
70,2020-08-31 14:03:12.057707,,255.9,28.5,7.9,null,undercurrent
71,2020-08-31 14:03:12.057707,,257.8,30.1,7.9,null,undercurrent
72,2020-08-31 14:03:12.057707,,247.4,27.9,7.6,null,undercurrent
73,2020-08-31 14:03:12.057707,,239.9,26.6,7.4,null,undercurrent
74,2020-08-31 14:03:12.057707,,254.6,28.8,7.9,null,undercurrent
75,2020-08-31 14:03:12.057707,,252.5,27.8,7.9,null,undercurrent
76,2020-08-31 14:03:12.057707,,260.0,29.9,8.0,null,undercurrent
77,2020-08-31 14:03:12.057707,,244.3,27.8,7.6,null,undercurrent
78,2020-08-31 14:03:12.057707,,254.0,28.5,7.8,null,undercurrent
79,2020-08-31 14:03:12.057707,,255.9,28.6,7.9,null,undercurrent
80,2020-08-31 14:03:12.057707,,249.7,28.3,7.6,null,undercurrent
81,2020-08-31 14:03:12.057707,,259.2,29.5,8.1,null,undercurrent
82,2020-08-31 14:03:12.057707,,256.0,29.3,8.0,null,undercurrent
83,2020-08-31 14:03:12.057707,,250.7,28.4,7.7,null,undercurrent
84,2020-08-31 14:03:12.057707,,253.4,29.7,7.8,null,undercurrent
85,2020-08-31 14:03:12.057707,,236.4,26.8,7.3,null,undercurrent
86,2020-08-31 14:03:12.057707,,258.4,28.6,8.0,null,undercurrent
87,2020-08-31 14:03:12.057707,,259.7,28.9,8.1,null,undercurrent
88,2020-08-31 14:03:12.057707,,250.4,27.7,7.6,null,undercurrent
89,2020-08-31 14:03:12.057707,,254.2,29.1,8.0,null,undercurrent
90,2020-08-31 14:03:12.057707,,258.4,27.8,8.0,null,undercurrent
91,2020-08-31 14:03:12.057707,,243.6,29.3,7.5,null,undercurrent
92,2020-08-31 14:03:12.057707,,255.7,28.5,7.9,null,undercurrent
93,2020-08-31 14:03:12.057707,,244.5,26.6,7.5,null,undercurrent
94,2020-08-31 14:03:12.057707,,257.9,28.7,7.8,null,undercurrent
95,2020-08-31 14:03:12.057707,,262.9,29.4,8.0,null,undercurrent
96,2020-08-31 14:03:12.057707,,263.7,31.0,8.1,null,undercurrent
97,2020-08-31 14:03:12.057707,,260.8,29.2,8.1,null,undercurrent
98,2020-08-31 14:03:12.057707,,253.4,28.2,8.0,null,undercurrent
99,2020-08-31 14:03:12.057707,,257.9,29.7,8.0,null,undercurrent
100,2020-08-31 14:03:12.073328,,245.2,26.7,7.7,null,undercurrent
101,2020-08-31 14:03:12.073328,,249.1,27.5,7.6,null,undercurrent
102,2020-08-31 14:03:12.073328,,258.2,30.0,7.9,null,undercurrent
103,2020-08-31 14:03:12.073328,,264.2,29.1,8.2,null,undercurrent
104,2020-08-31 14:03:12.073328,,257.2,29.2,8.0,null,undercurrent
105,2020-08-31 14:03:12.073328,,252.1,29.8,7.9,null,undercurrent
106,2020-08-31 14:03:12.073328,,273.4,31.9,8.5,null,undercurrent
107,2020-08-31 14:03:12.073328,,237.5,24.0,7.4,null,undercurrent
108,2020-08-31 14:03:12.073328,,246.5,25.5,7.6,null,undercurrent
109,2020-08-31 14:03:12.073328,,249.0,27.6,7.6,null,undercurrent
110,2020-08-31 14:03:12.073328,,249.9,28.7,7.6,null,undercurrent
111,2020-08-31 14:03:12.073328,,249.3,28.6,7.8,null,undercurrent
112,2020-08-31 14:03:12.073328,,246.2,29.0,7.6,null,undercurrent
113,2020-08-31 14:03:12.073328,,246.3,26.7,7.6,null,undercurrent
114,2020-08-31 14:03:12.073328,,257.7,29.2,7.9,null,undercurrent
115,2020-08-31 14:03:12.073328,,236.0,25.6,7.2,null,undercurrent
116,2020-08-31 14:03:12.073328,,253.2,26.5,7.8,null,undercurrent
117,2020-08-31 14:03:12.073328,,254.0,28.1,7.8,null,undercurrent
118,2020-08-31 14:03:12.073328,,241.6,26.7,7.5,null,undercurrent
119,2020-08-31 14:03:12.073328,,258.7,27.7,8.0,null,undercurrent
120,2020-08-31 14:03:12.073328,,262.7,28.6,8.2,null,undercurrent
121,2020-08-31 14:03:12.073328,,245.6,28.2,7.6,null,undercurrent
122,2020-08-31 14:03:12.073328,,248.9,26.2,7.8,null,undercurrent
123,2020-08-31 14:03:12.073328,,256.1,28.6,7.9,null,undercurrent
124,2020-08-31 14:03:12.073328,,249.1,28.5,7.8,null,undercurrent
125,2020-08-31 14:03:12.073328,,254.5,29.1,8.0,null,undercurrent
126,2020-08-31 14:03:12.073328,,240.5,26.7,7.4,null,undercurrent
127,2020-08-31 14:03:12.073328,,245.8,27.6,7.6,null,undercurrent
128,2020-08-31 14:03:12.073328,,249.4,28.2,7.7,null,undercurrent
129,2020-08-31 14:03:12.073328,,255.9,28.0,7.9,null,undercurrent
130,2020-08-31 14:03:12.073328,,245.4,28.8,7.6,null,undercurrent
131,2020-08-31 14:03:12.073328,,269.3,31.7,8.5,null,undercurrent
132,2020-08-31 14:03:12.073328,,262.5,29.3,8.1,null,undercurrent
133,2020-08-31 14:03:12.073328,,260.3,29.4,8.0,null,undercurrent
