Data No.,Date,Process ID,Avg. Current,Avg. Voltage,Avg. Wire Feed,Prediction,Label
1,2020-08-31 13:15:41.325540,,79.4114640686571,13.62237436791813,0.37959086468285774,null,undercut
2,2020-08-31 13:15:41.325540,,111.64086845568096,23.97173259499992,2.2111969945358623,null,undercut
3,2020-08-31 13:15:41.325540,,154.27653300131075,29.401583818172213,2.9961329496082634,null,undercut
4,2020-08-31 13:15:41.325540,,268.07836140259707,32.08759079464336,8.644268069933988,null,undercut
5,2020-08-31 13:15:41.325540,,272.7914846711216,32.01443914933021,9.406766660291137,null,undercut
6,2020-08-31 13:15:41.325540,,270.2467766352503,31.98102287364853,8.419315467787971,null,undercut
7,2020-08-31 13:15:41.325540,,270.93345724751543,31.634957910301992,9.178805025081113,null,undercut
8,2020-08-31 13:15:41.325540,,273.7429265222145,31.815183479529477,8.923685550722265,null,undercut
9,2020-08-31 13:15:41.325540,,269.77640863489995,31.768732659093008,8.286959399122335,null,undercut
10,2020-08-31 13:15:41.325540,,271.584029499295,31.894997909002385,9.577639281743064,null,undercut
11,2020-08-31 13:15:41.325540,,274.3170253589338,31.262395200330367,9.154029837994337,null,undercut
12,2020-08-31 13:15:41.325540,,277.2059241342275,31.669148430548915,8.860776754712301,null,undercut
13,2020-08-31 13:15:41.325540,,274.19009502303896,30.984123093455096,9.209405665795767,null,undercut
14,2020-08-31 13:15:41.325540,,254.8,29.9,7.9,null,undercut
15,2020-08-31 13:15:41.325540,,254.3,29.5,7.8,null,undercut
16,2020-08-31 13:15:41.325540,,246.3,28.2,7.7,null,undercut
17,2020-08-31 13:15:41.325540,,249.2,29.2,7.7,null,undercut
18,2020-08-31 13:15:41.325540,,258.6,28.3,8.0,null,undercut
19,2020-08-31 13:15:41.325540,,256.6,29.5,7.9,null,undercut
20,2020-08-31 13:15:41.325540,,245.7,27.4,7.6,null,undercut
21,2020-08-31 13:15:41.325540,,257.3,29.7,7.9,null,undercut
22,2020-08-31 13:15:41.325540,,253.1,29.0,7.9,null,undercut
23,2020-08-31 13:15:41.325540,,258.4,27.8,7.9,null,undercut
24,2020-08-31 13:15:41.325540,,244.6,27.2,7.4,null,undercut
25,2020-08-31 13:15:41.325540,,252.4,27.5,7.8,null,undercut
26,2020-08-31 13:15:41.325540,,250.5,27.5,7.7,null,undercut
27,2020-08-31 13:15:41.325540,,259.8,29.2,8.0,null,undercut
28,2020-08-31 13:15:41.325540,,235.0,24.9,7.3,null,undercut
29,2020-08-31 13:15:41.325540,,252.2,27.7,7.8,null,undercut
30,2020-08-31 13:15:41.325540,,247.7,27.8,7.6,null,undercut
31,2020-08-31 13:15:41.325540,,253.5,28.3,7.8,null,undercut
32,2020-08-31 13:15:41.325540,,259.2,30.2,7.9,null,undercut
33,2020-08-31 13:15:41.325540,,252.1,27.5,7.8,null,undercut
34,2020-08-31 13:15:41.325540,,257.7,28.7,7.9,null,undercut
35,2020-08-31 13:15:41.325540,,256.5,29.0,7.8,null,undercut
36,2020-08-31 13:15:41.325540,,247.3,28.3,7.6,null,undercut
37,2020-08-31 13:15:41.325540,,265.2,28.1,8.2,null,undercut
38,2020-08-31 13:15:41.325540,,253.5,28.6,7.8,null,undercut
39,2020-08-31 13:15:41.325540,,255.7,29.7,7.9,null,undercut
40,2020-08-31 13:15:41.325540,,259.0,28.8,7.9,null,undercut
41,2020-08-31 13:15:41.325540,,257.1,27.9,8.0,null,undercut
42,2020-08-31 13:15:41.325540,,246.8,26.9,7.6,null,undercut
43,2020-08-31 13:15:41.325540,,255.9,31.0,7.8,null,undercut
44,2020-08-31 13:15:41.325540,,253.0,28.2,7.8,null,undercut
45,2020-08-31 13:15:41.325540,,244.1,27.1,7.6,null,undercut
46,2020-08-31 13:15:41.325540,,258.0,29.3,8.0,null,undercut
47,2020-08-31 13:15:41.325540,,260.1,29.7,8.0,null,undercut
48,2020-08-31 13:15:41.325540,,268.1,29.1,8.1,null,undercut
49,2020-08-31 13:15:41.325540,,245.7,27.1,7.7,null,undercut
50,2020-08-31 13:15:41.325540,,256.3,28.0,8.0,null,undercut
51,2020-08-31 13:15:41.325540,,274.5,30.4,8.4,null,undercut
52,2020-08-31 13:15:41.325540,,254.1,27.5,7.9,null,undercut
53,2020-08-31 13:15:41.325540,,247.2,28.1,7.6,null,undercut
54,2020-08-31 13:15:41.325540,,253.1,28.2,7.9,null,undercut
55,2020-08-31 13:15:41.325540,,255.7,28.4,7.8,null,undercut
56,2020-08-31 13:15:41.325540,,251.9,27.8,7.8,null,undercut
57,2020-08-31 13:15:41.325540,,257.4,29.2,8.0,null,undercut
58,2020-08-31 13:15:41.325540,,251.7,27.9,7.7,null,undercut
59,2020-08-31 13:15:41.325540,,261.6,31.6,8.0,null,undercut
60,2020-08-31 13:15:41.325540,,265.9,29.9,8.2,null,undercut
61,2020-08-31 13:15:41.325540,,247.8,28.0,7.6,null,undercut
62,2020-08-31 13:15:41.325540,,264.8,28.8,8.2,null,undercut
63,2020-08-31 13:15:41.325540,,245.0,28.2,7.6,null,undercut
64,2020-08-31 13:15:41.325540,,248.2,27.0,7.6,null,undercut
65,2020-08-31 13:15:41.325540,,262.6,28.9,8.1,null,undercut
66,2020-08-31 13:15:41.325540,,248.0,25.5,7.5,null,undercut
67,2020-08-31 13:15:41.325540,,254.9,29.7,7.9,null,undercut
68,2020-08-31 13:15:41.325540,,256.1,28.4,7.8,null,undercut
69,2020-08-31 13:15:41.325540,,261.3,29.1,7.9,null,undercut
70,2020-08-31 13:15:41.325540,,250.0,28.7,7.8,null,undercut
71,2020-08-31 13:15:41.325540,,252.9,28.3,7.9,null,undercut
72,2020-08-31 13:15:41.325540,,246.0,26.5,7.5,null,undercut
73,2020-08-31 13:15:41.325540,,239.6,26.2,7.3,null,undercut
