Data No.,Date,Process ID,Avg. Current,Avg. Voltage,Avg. Wire Feed,Prediction,Label
1,2020-08-31 13:59:00.020065,,223.4487420270536,10.390631680326804,7.1028624747973925,null,machanical
2,2020-08-31 13:59:00.020065,,269.2149823613313,31.498082918269482,8.915312306086758,null,machanical
3,2020-08-31 13:59:00.020065,,273.4299341319588,31.09849774947454,8.62926687005911,null,machanical
4,2020-08-31 13:59:00.020065,,272.8284588624962,32.08180134035488,9.467472782039817,null,machanical
5,2020-08-31 13:59:00.020065,,277.9175479502844,32.07894353172828,8.134884262839213,null,machanical
6,2020-08-31 13:59:00.020065,,271.0839628770575,31.829320301405865,9.03039670899513,null,machanical
7,2020-08-31 13:59:00.020065,,268.7896141324098,31.457666226405234,9.030585628585039,null,machanical
8,2020-08-31 13:59:00.020065,,268.2629189409242,31.491454275648316,8.782873791048024,null,machanical
9,2020-08-31 13:59:00.020065,,277.5588385578799,31.93337405369038,8.16137503458092,null,machanical
10,2020-08-31 13:59:00.020065,,270.143182821536,31.120034617960478,9.438538932037895,null,machanical
11,2020-08-31 13:59:00.020065,,270.3822865331388,31.864776501261616,9.219214051880604,null,machanical
12,2020-08-31 13:59:00.020065,,259.5,29.2,8.1,null,machanical
13,2020-08-31 13:59:00.020065,,248.3,26.4,7.6,null,machanical
14,2020-08-31 13:59:00.020065,,268.5,29.4,8.3,null,machanical
15,2020-08-31 13:59:00.020065,,254.3,28.9,7.8,null,machanical
16,2020-08-31 13:59:00.020065,,241.7,26.0,7.4,null,machanical
17,2020-08-31 13:59:00.020065,,244.8,28.3,7.5,null,machanical
18,2020-08-31 13:59:00.020065,,256.2,28.1,7.9,null,machanical
19,2020-08-31 13:59:00.020065,,228.5,26.0,6.9,null,machanical
20,2020-08-31 13:59:00.020065,,237.1,27.7,7.4,null,machanical
21,2020-08-31 13:59:00.020065,,242.0,26.9,7.5,null,machanical
22,2020-08-31 13:59:00.020065,,248.1,27.9,7.6,null,machanical
23,2020-08-31 13:59:00.020065,,259.2,28.7,8.1,null,machanical
24,2020-08-31 13:59:00.020065,,252.8,28.4,7.7,null,machanical
25,2020-08-31 13:59:00.020065,,254.2,27.7,7.8,null,machanical
26,2020-08-31 13:59:00.020065,,250.8,28.8,7.6,null,machanical
27,2020-08-31 13:59:00.020065,,247.0,28.3,7.6,null,machanical
28,2020-08-31 13:59:00.020065,,252.2,29.2,7.8,null,machanical
29,2020-08-31 13:59:00.020065,,252.2,28.0,7.9,null,machanical
30,2020-08-31 13:59:00.020065,,256.3,27.8,8.0,null,machanical
31,2020-08-31 13:59:00.020065,,257.8,29.5,7.8,null,machanical
32,2020-08-31 13:59:00.020065,,252.6,30.0,7.8,null,machanical
33,2020-08-31 13:59:00.020065,,256.3,28.6,7.9,null,machanical
34,2020-08-31 13:59:00.020065,,265.4,30.1,8.2,null,machanical
35,2020-08-31 13:59:00.020065,,252.0,27.1,7.8,null,machanical
36,2020-08-31 13:59:00.020065,,253.1,28.7,7.8,null,machanical
37,2020-08-31 13:59:00.020065,,269.7,30.6,8.3,null,machanical
38,2020-08-31 13:59:00.020065,,243.1,27.1,7.4,null,machanical
39,2020-08-31 13:59:00.020065,,246.9,27.5,7.6,null,machanical
40,2020-08-31 13:59:00.020065,,249.9,27.2,7.6,null,machanical
41,2020-08-31 13:59:00.020065,,247.5,29.4,7.7,null,machanical
42,2020-08-31 13:59:00.020065,,253.0,29.2,7.9,null,machanical
43,2020-08-31 13:59:00.020065,,247.0,26.4,7.6,null,machanical
44,2020-08-31 13:59:00.020065,,253.9,27.1,7.8,null,machanical
45,2020-08-31 13:59:00.020065,,246.0,27.5,7.6,null,machanical
46,2020-08-31 13:59:00.020065,,242.9,27.2,7.5,null,machanical
47,2020-08-31 13:59:00.020065,,242.2,26.1,7.4,null,machanical
48,2020-08-31 13:59:00.020065,,256.6,29.5,8.0,null,machanical
49,2020-08-31 13:59:00.020065,,251.0,29.4,7.8,null,machanical
50,2020-08-31 13:59:00.020065,,253.9,26.3,7.8,null,machanical
51,2020-08-31 13:59:00.020065,,252.2,28.8,7.8,null,machanical
52,2020-08-31 13:59:00.020065,,246.2,27.8,7.6,null,machanical
53,2020-08-31 13:59:00.020065,,246.9,27.9,7.6,null,machanical
54,2020-08-31 13:59:00.020065,,249.9,26.9,7.7,null,machanical
55,2020-08-31 13:59:00.020065,,250.0,28.6,7.7,null,machanical
56,2020-08-31 13:59:00.020065,,256.6,28.5,8.0,null,machanical
57,2020-08-31 13:59:00.020065,,249.7,27.6,7.8,null,machanical
58,2020-08-31 13:59:00.020065,,259.0,29.2,7.9,null,machanical
59,2020-08-31 13:59:00.020065,,237.4,27.0,7.2,null,machanical
60,2020-08-31 13:59:00.020065,,241.8,27.1,7.4,null,machanical
61,2020-08-31 13:59:00.020065,,255.3,28.2,7.8,null,machanical
62,2020-08-31 13:59:00.020065,,262.8,30.1,8.2,null,machanical
63,2020-08-31 13:59:00.020065,,260.7,29.9,8.0,null,machanical
64,2020-08-31 13:59:00.020065,,242.2,27.4,7.5,null,machanical
65,2020-08-31 13:59:00.020065,,256.2,27.8,7.9,null,machanical
66,2020-08-31 13:59:00.020065,,253.5,29.5,7.9,null,machanical
67,2020-08-31 13:59:00.020065,,256.2,28.9,8.0,null,machanical
68,2020-08-31 13:59:00.020065,,247.6,28.3,7.5,null,machanical
69,2020-08-31 13:59:00.020065,,252.3,28.5,7.7,null,machanical
70,2020-08-31 13:59:00.020065,,253.0,29.2,7.8,null,machanical
71,2020-08-31 13:59:00.020065,,245.5,26.6,7.6,null,machanical
72,2020-08-31 13:59:00.020065,,246.4,27.5,7.6,null,machanical
73,2020-08-31 13:59:00.020065,,255.8,28.6,7.9,null,machanical
74,2020-08-31 13:59:00.020065,,252.1,27.3,7.9,null,machanical
75,2020-08-31 13:59:00.020065,,252.2,28.8,7.9,null,machanical
76,2020-08-31 13:59:00.020065,,246.4,28.8,7.6,null,machanical
77,2020-08-31 13:59:00.020065,,250.7,28.8,7.7,null,machanical
78,2020-08-31 13:59:00.020065,,250.4,27.5,7.8,null,machanical
79,2020-08-31 13:59:00.020065,,240.8,27.6,7.4,null,machanical
80,2020-08-31 13:59:00.020065,,249.1,28.1,7.8,null,machanical
81,2020-08-31 13:59:00.020065,,253.6,29.5,8.0,null,machanical
82,2020-08-31 13:59:00.020065,,254.2,29.4,7.9,null,machanical
83,2020-08-31 13:59:00.020065,,249.7,27.1,7.6,null,machanical
84,2020-08-31 13:59:00.020065,,254.4,27.7,7.8,null,machanical
85,2020-08-31 13:59:00.020065,,246.6,27.9,7.6,null,machanical
86,2020-08-31 13:59:00.020065,,258.9,28.3,7.9,null,machanical
87,2020-08-31 13:59:00.020065,,253.6,28.9,7.7,null,machanical
88,2020-08-31 13:59:00.020065,,256.9,28.6,8.0,null,machanical
89,2020-08-31 13:59:00.020065,,249.2,27.6,7.7,null,machanical
90,2020-08-31 13:59:00.020065,,259.5,29.3,8.0,null,machanical
91,2020-08-31 13:59:00.020065,,251.2,30.1,7.8,null,machanical
92,2020-08-31 13:59:00.020065,,255.4,28.5,7.9,null,machanical
93,2020-08-31 13:59:00.020065,,246.2,28.5,7.6,null,machanical
94,2020-08-31 13:59:00.020065,,255.5,28.4,8.0,null,machanical
95,2020-08-31 13:59:00.020065,,246.6,27.2,7.7,null,machanical
96,2020-08-31 13:59:00.020065,,246.8,27.9,7.6,null,machanical
97,2020-08-31 13:59:00.020065,,257.5,27.9,8.0,null,machanical
98,2020-08-31 13:59:00.020065,,254.3,29.0,7.9,null,machanical
99,2020-08-31 13:59:00.020065,,245.9,28.5,7.4,null,machanical
100,2020-08-31 13:59:00.020065,,239.2,27.6,7.4,null,machanical
101,2020-08-31 13:59:00.020065,,265.5,29.4,8.2,null,machanical
102,2020-08-31 13:59:00.020065,,259.1,28.8,8.0,null,machanical
103,2020-08-31 13:59:00.020065,,238.3,26.6,7.3,null,machanical
104,2020-08-31 13:59:00.020065,,240.0,25.9,7.4,null,machanical
105,2020-08-31 13:59:00.020065,,246.6,28.1,7.7,null,machanical
106,2020-08-31 13:59:00.020065,,249.5,27.4,7.8,null,machanical
107,2020-08-31 13:59:00.020065,,245.7,27.8,7.6,null,machanical
108,2020-08-31 13:59:00.020065,,257.6,29.4,8.0,null,machanical
109,2020-08-31 13:59:00.020065,,254.0,28.2,7.8,null,machanical
110,2020-08-31 13:59:00.020065,,247.3,26.6,7.6,null,machanical
111,2020-08-31 13:59:00.020065,,263.8,30.6,8.2,null,machanical
112,2020-08-31 13:59:00.020065,,260.7,28.3,8.1,null,machanical
113,2020-08-31 13:59:00.020065,,255.6,29.5,7.9,null,machanical
114,2020-08-31 13:59:00.020065,,263.0,31.3,8.3,null,machanical
115,2020-08-31 13:59:00.020065,,245.5,28.8,7.6,null,machanical
116,2020-08-31 13:59:00.020065,,256.8,30.5,8.1,null,machanical
